epoch : 1 | 1.5085255592333717
epoch : 2 | 1.706892322005924
epoch : 3 | 1.8892251173200358
epoch : 4 | 1.7877327033926336
epoch : 5 | 1.891379081720478
epoch : 6 | 2.218092258651594
epoch : 7 | 1.873325876209756
epoch : 8 | 1.86531334677064
epoch : 9 | 2.1007282788275345
epoch : 10 | 1.980597582563198
epoch : 11 | 2.42614876642612
epoch : 12 | 2.038394085611184
epoch : 13 | 2.235862785583761
epoch : 14 | 1.981272540970336
epoch : 15 | 2.3288003080442503
epoch : 16 | 2.324130103615673
epoch : 17 | 2.1893004738810764
epoch : 18 | 2.5790290718981144
epoch : 19 | 2.7275282100559215
epoch : 20 | 2.0695864996893825
