epoch : 1 | 0.3318615101331149
epoch : 2 | 0.29458569453227534
epoch : 3 | 0.26430802417179167
epoch : 4 | 0.22460322304174324
epoch : 5 | 0.23009920806964454
epoch : 6 | 0.24804635445287798
epoch : 7 | 0.20663634326534525
epoch : 8 | 0.20832965769975137
epoch : 9 | 0.21099377442242453
epoch : 10 | 0.24793794798965252
epoch : 11 | 0.24187591486446186
epoch : 12 | 0.19104593745764187
epoch : 13 | 0.21650150393669101
epoch : 14 | 0.23254239914424377
epoch : 15 | 0.28088939268513635
epoch : 16 | 0.23631418547525757
epoch : 17 | 0.2758385930328641
epoch : 18 | 0.22087646242941555
epoch : 19 | 0.26436106899735384
epoch : 20 | 0.21908033083684297
