epoch : 1 | 1.4737281216453628
epoch : 2 | 1.742658732747686
epoch : 3 | 2.396288839832887
epoch : 4 | 2.1062956473618337
epoch : 5 | 1.6840346881984583
epoch : 6 | 1.8609725611616221
epoch : 7 | 1.9279578563923223
epoch : 8 | 1.771043750821079
epoch : 9 | 1.6539582229838106
epoch : 10 | 1.8228390469547457
epoch : 11 | 1.979254969077292
epoch : 12 | 2.1826749165886032
epoch : 13 | 2.3004097972306807
epoch : 14 | 1.848682136477969
epoch : 15 | 2.3035621254330545
epoch : 16 | 2.3161851319968263
epoch : 17 | 2.472822678457718
epoch : 18 | 2.271502005186409
epoch : 19 | 2.363420164244413
epoch : 20 | 2.2473132244588014
